precision,FP,FN,atributos,Total,confianza,soporte,SA,SF
0.782,3,36,35,13,0.85,0.045,12,5
0.615,0,69,35,0,0.85,0.18,12,5
0.76,8,35,35,313,0.9,0.0,12,5
0.765,7,35,35,222,0.9,0.001,12,5
0.771,6,35,35,191,0.9,0.003,12,5
0.782,4,35,35,146,0.9,0.006,12,5
0.782,3,36,35,105,0.9,0.011,12,5
0.777,3,37,35,11,0.9,0.045,12,5
0.615,0,69,35,0,0.9,0.18,12,5
0.709,6,46,35,258,0.95,0.0,12,5
0.715,5,46,35,167,0.95,0.001,12,5
0.721,4,46,35,136,0.95,0.003,12,5
0.732,2,46,35,91,0.95,0.006,12,5
0.715,1,50,35,50,0.95,0.011,12,5
0.687,1,55,35,7,0.95,0.045,12,5
0.615,0,69,35,0,0.95,0.18,12,5
0.631,60,6,36,1234,0.5,0.0,12,6
0.631,60,6,36,1132,0.5,0.001,12,6
0.631,60,6,36,991,0.5,0.003,12,6
0.631,60,6,36,758,0.5,0.006,12,6
0.631,60,6,36,450,0.5,0.011,12,6
0.631,60,6,36,78,0.5,0.045,12,6
0.777,16,24,36,1,0.5,0.18,12,6
0.771,17,24,36,515,0.8,0.0,12,6
0.771,17,24,36,413,0.8,0.001,12,6
0.771,17,24,36,372,0.8,0.003,12,6
0.771,17,24,36,325,0.8,0.006,12,6
0.771,17,24,36,184,0.8,0.011,12,6
0.765,12,30,36,21,0.8,0.045,12,6
0.615,0,69,36,0,0.8,0.18,12,6
0.777,9,31,36,382,0.85,0.0,12,6
0.777,9,31,36,280,0.85,0.001,12,6
0.782,8,31,36,239,0.85,0.003,12,6
0.782,8,31,36,192,0.85,0.006,12,6
0.782,8,31,36,119,0.85,0.011,12,6
0.782,3,36,36,13,0.85,0.045,12,6
0.615,0,69,36,0,0.85,0.18,12,6
0.765,7,35,36,318,0.9,0.0,12,6
0.765,7,35,36,216,0.9,0.001,12,6
0.771,6,35,36,175,0.9,0.003,12,6
0.782,4,35,36,128,0.9,0.006,12,6
0.782,3,36,36,86,0.9,0.011,12,6
0.777,3,37,36,12,0.9,0.045,12,6
0.615,0,69,36,0,0.9,0.18,12,6
0.715,5,46,36,278,0.95,0.0,12,6
0.715,5,46,36,176,0.95,0.001,12,6
0.721,4,46,36,135,0.95,0.003,12,6
0.732,2,46,36,88,0.95,0.006,12,6
0.715,1,50,36,46,0.95,0.011,12,6
0.687,1,55,36,8,0.95,0.045,12,6
0.615,0,69,36,0,0.95,0.18,12,6
0.631,60,6,37,1176,0.5,0.0,12,7
0.631,60,6,37,1072,0.5,0.001,12,7
0.631,60,6,37,945,0.5,0.003,12,7
0.631,60,6,37,742,0.5,0.006,12,7
0.631,60,6,37,447,0.5,0.011,12,7
0.631,60,6,37,76,0.5,0.045,12,7
0.777,16,24,37,1,0.5,0.18,12,7
0.771,17,24,37,504,0.8,0.0,12,7
0.771,17,24,37,400,0.8,0.001,12,7
0.771,17,24,37,359,0.8,0.003,12,7
0.771,17,24,37,315,0.8,0.006,12,7
0.771,17,24,37,184,0.8,0.011,12,7
0.765,12,30,37,21,0.8,0.045,12,7
0.615,0,69,37,0,0.8,0.18,12,7
0.777,9,31,37,375,0.85,0.0,12,7
0.777,9,31,37,271,0.85,0.001,12,7
0.782,8,31,37,230,0.85,0.003,12,7
0.782,8,31,37,186,0.85,0.006,12,7
0.782,8,31,37,120,0.85,0.011,12,7
0.782,3,36,37,14,0.85,0.045,12,7
0.615,0,69,37,0,0.85,0.18,12,7
0.777,5,35,37,308,0.9,0.0,12,7
0.777,5,35,37,204,0.9,0.001,12,7
0.782,4,35,37,163,0.9,0.003,12,7
0.782,4,35,37,119,0.9,0.006,12,7
0.782,3,36,37,85,0.9,0.011,12,7
0.777,3,37,37,13,0.9,0.045,12,7
0.615,0,69,37,0,0.9,0.18,12,7
0.709,3,49,37,269,0.95,0.0,12,7
0.709,3,49,37,165,0.95,0.001,12,7
0.715,2,49,37,124,0.95,0.003,12,7
0.715,2,49,37,80,0.95,0.006,12,7
0.715,1,50,37,46,0.95,0.011,12,7
0.687,1,55,37,7,0.95,0.045,12,7
0.615,0,69,37,0,0.95,0.18,12,7
0.631,60,6,38,1221,0.5,0.0,12,8
0.631,60,6,38,1112,0.5,0.001,12,8
0.631,60,6,38,967,0.5,0.003,12,8
0.631,60,6,38,735,0.5,0.006,12,8
0.631,60,6,38,421,0.5,0.011,12,8
0.631,60,6,38,68,0.5,0.045,12,8
0.777,16,24,38,1,0.5,0.18,12,8
0.771,17,24,38,526,0.8,0.0,12,8
0.771,17,24,38,417,0.8,0.001,12,8
0.771,17,24,38,368,0.8,0.003,12,8
0.771,17,24,38,323,0.8,0.006,12,8
0.771,17,24,38,178,0.8,0.011,12,8
0.765,12,30,38,19,0.8,0.045,12,8
0.615,0,69,38,0,0.8,0.18,12,8
0.777,9,31,38,375,0.85,0.0,12,8
0.777,9,31,38,266,0.85,0.001,12,8
0.782,8,31,38,217,0.85,0.003,12,8
0.782,8,31,38,172,0.85,0.006,12,8
0.782,8,31,38,105,0.85,0.011,12,8
0.782,3,36,38,12,0.85,0.045,12,8
0.615,0,69,38,0,0.85,0.18,12,8
0.765,7,35,38,321,0.9,0.0,12,8
0.765,7,35,38,212,0.9,0.001,12,8
0.771,6,35,38,163,0.9,0.003,12,8
0.782,4,35,38,118,0.9,0.006,12,8
0.782,3,36,38,78,0.9,0.011,12,8
0.777,3,37,38,10,0.9,0.045,12,8
0.615,0,69,38,0,0.9,0.18,12,8
0.715,5,46,38,285,0.95,0.0,12,8
0.715,5,46,38,176,0.95,0.001,12,8
0.721,4,46,38,127,0.95,0.003,12,8
0.732,2,46,38,82,0.95,0.006,12,8
0.715,1,50,38,42,0.95,0.011,12,8
0.687,1,55,38,6,0.95,0.045,12,8
0.615,0,69,38,0,0.95,0.18,12,8
0.631,60,6,39,1262,0.5,0.0,12,9
0.631,60,6,39,1147,0.5,0.001,12,9
0.631,60,6,39,1008,0.5,0.003,12,9
0.631,60,6,39,764,0.5,0.006,12,9
0.631,60,6,39,447,0.5,0.011,12,9
0.631,60,6,39,74,0.5,0.045,12,9
0.777,16,24,39,1,0.5,0.18,12,9
0.771,17,24,39,556,0.8,0.0,12,9
0.771,17,24,39,441,0.8,0.001,12,9
0.771,17,24,39,401,0.8,0.003,12,9
0.771,17,24,39,352,0.8,0.006,12,9
0.771,17,24,39,194,0.8,0.011,12,9
0.765,12,30,39,18,0.8,0.045,12,9
0.615,0,69,39,0,0.8,0.18,12,9
0.777,9,31,39,416,0.85,0.0,12,9
0.777,9,31,39,301,0.85,0.001,12,9
0.782,8,31,39,261,0.85,0.003,12,9
0.782,8,31,39,212,0.85,0.006,12,9
0.782,8,31,39,133,0.85,0.011,12,9
0.782,3,36,39,11,0.85,0.045,12,9
0.615,0,69,39,0,0.85,0.18,12,9
0.765,7,35,39,346,0.9,0.0,12,9
0.765,7,35,39,231,0.9,0.001,12,9
0.771,6,35,39,191,0.9,0.003,12,9
0.782,4,35,39,142,0.9,0.006,12,9
0.782,3,36,39,94,0.9,0.011,12,9
0.777,3,37,39,10,0.9,0.045,12,9
0.615,0,69,39,0,0.9,0.18,12,9
0.715,5,46,39,299,0.95,0.0,12,9
0.715,5,46,39,184,0.95,0.001,12,9
0.721,4,46,39,144,0.95,0.003,12,9
0.732,2,46,39,95,0.95,0.006,12,9
0.715,1,50,39,47,0.95,0.011,12,9
0.687,1,55,39,6,0.95,0.045,12,9
0.615,0,69,39,0,0.95,0.18,12,9
0.631,60,6,40,1246,0.5,0.0,12,10
0.631,60,6,40,1121,0.5,0.001,12,10
0.631,60,6,40,988,0.5,0.003,12,10
0.631,60,6,40,750,0.5,0.006,12,10
0.631,60,6,40,451,0.5,0.011,12,10
0.631,60,6,40,74,0.5,0.045,12,10
0.777,16,24,40,1,0.5,0.18,12,10
0.771,17,24,40,544,0.8,0.0,12,10
0.771,17,24,40,419,0.8,0.001,12,10
0.771,17,24,40,375,0.8,0.003,12,10
0.771,17,24,40,315,0.8,0.006,12,10
0.771,17,24,40,184,0.8,0.011,12,10
0.765,12,30,40,18,0.8,0.045,12,10
0.615,0,69,40,0,0.8,0.18,12,10
0.771,10,31,40,411,0.85,0.0,12,10
0.777,9,31,40,286,0.85,0.001,12,10
0.782,8,31,40,242,0.85,0.003,12,10
0.782,8,31,40,182,0.85,0.006,12,10
0.782,8,31,40,115,0.85,0.011,12,10
0.782,3,36,40,12,0.85,0.045,12,10
0.615,0,69,40,0,0.85,0.18,12,10
0.76,8,35,40,355,0.9,0.0,12,10
0.765,7,35,40,230,0.9,0.001,12,10
0.771,6,35,40,186,0.9,0.003,12,10
0.782,4,35,40,126,0.9,0.006,12,10
0.782,3,36,40,86,0.9,0.011,12,10
0.777,3,37,40,11,0.9,0.045,12,10
0.615,0,69,40,0,0.9,0.18,12,10
0.709,6,46,40,311,0.95,0.0,12,10
0.715,5,46,40,186,0.95,0.001,12,10
0.721,4,46,40,142,0.95,0.003,12,10
0.732,2,46,40,82,0.95,0.006,12,10
0.715,1,50,40,42,0.95,0.011,12,10
0.687,1,55,40,7,0.95,0.045,12,10
0.615,0,69,40,0,0.95,0.18,12,10
0.631,60,6,41,1262,0.5,0.0,12,11
0.631,60,6,41,1134,0.5,0.001,12,11
0.631,60,6,41,981,0.5,0.003,12,11
0.631,60,6,41,746,0.5,0.006,12,11
0.631,60,6,41,439,0.5,0.011,12,11
0.631,60,6,41,70,0.5,0.045,12,11
0.777,16,24,41,1,0.5,0.18,12,11
0.771,17,24,41,556,0.8,0.0,12,11
0.771,17,24,41,428,0.8,0.001,12,11
0.771,17,24,41,377,0.8,0.003,12,11
0.771,17,24,41,325,0.8,0.006,12,11
0.771,17,24,41,186,0.8,0.011,12,11
0.765,12,30,41,16,0.8,0.045,12,11
0.615,0,69,41,0,0.8,0.18,12,11
0.771,10,31,41,422,0.85,0.0,12,11
0.777,9,31,41,294,0.85,0.001,12,11
0.782,8,31,41,243,0.85,0.003,12,11
0.782,8,31,41,191,0.85,0.006,12,11
0.782,8,31,41,119,0.85,0.011,12,11
0.782,3,36,41,10,0.85,0.045,12,11
0.615,0,69,41,0,0.85,0.18,12,11
0.76,8,35,41,359,0.9,0.0,12,11
0.765,7,35,41,231,0.9,0.001,12,11
0.771,6,35,41,180,0.9,0.003,12,11
0.782,4,35,41,128,0.9,0.006,12,11
0.782,3,36,41,84,0.9,0.011,12,11
0.777,3,37,41,9,0.9,0.045,12,11
0.615,0,69,41,0,0.9,0.18,12,11
0.709,6,46,41,321,0.95,0.0,12,11
0.715,5,46,41,193,0.95,0.001,12,11
0.721,4,46,41,142,0.95,0.003,12,11
0.732,2,46,41,90,0.95,0.006,12,11
0.715,1,50,41,46,0.95,0.011,12,11
0.687,1,55,41,6,0.95,0.045,12,11
0.615,0,69,41,0,0.95,0.18,12,11
0.631,60,6,42,1316,0.5,0.0,12,12
0.631,60,6,42,1182,0.5,0.001,12,12
0.631,60,6,42,1009,0.5,0.003,12,12
0.631,60,6,42,756,0.5,0.006,12,12
0.631,60,6,42,427,0.5,0.011,12,12
0.631,60,6,42,67,0.5,0.045,12,12
0.777,16,24,42,1,0.5,0.18,12,12
0.771,17,24,42,566,0.8,0.0,12,12
0.771,17,24,42,432,0.8,0.001,12,12
0.771,17,24,42,376,0.8,0.003,12,12
0.771,17,24,42,319,0.8,0.006,12,12
0.771,17,24,42,172,0.8,0.011,12,12
0.765,12,30,42,16,0.8,0.045,12,12
0.615,0,69,42,0,0.8,0.18,12,12
0.777,9,31,42,433,0.85,0.0,12,12
0.777,9,31,42,299,0.85,0.001,12,12
0.782,8,31,42,243,0.85,0.003,12,12
0.782,8,31,42,186,0.85,0.006,12,12
0.782,8,31,42,108,0.85,0.011,12,12
0.782,3,36,42,10,0.85,0.045,12,12
0.615,0,69,42,0,0.85,0.18,12,12
0.765,7,35,42,374,0.9,0.0,12,12
0.765,7,35,42,240,0.9,0.001,12,12
0.771,6,35,42,184,0.9,0.003,12,12
0.782,4,35,42,127,0.9,0.006,12,12
0.782,3,36,42,77,0.9,0.011,12,12
0.777,3,37,42,9,0.9,0.045,12,12
0.615,0,69,42,0,0.9,0.18,12,12
0.715,5,46,42,341,0.95,0.0,12,12
0.715,5,46,42,207,0.95,0.001,12,12
0.721,4,46,42,151,0.95,0.003,12,12
0.732,2,46,42,94,0.95,0.006,12,12
0.715,1,50,42,44,0.95,0.011,12,12
0.687,1,55,42,6,0.95,0.045,12,12
0.615,0,69,42,0,0.95,0.18,12,12
0.631,60,6,43,1299,0.5,0.0,12,13
0.631,60,6,43,1150,0.5,0.001,12,13
0.631,60,6,43,980,0.5,0.003,12,13
0.631,60,6,43,730,0.5,0.006,12,13
0.631,60,6,43,435,0.5,0.011,12,13
0.631,60,6,43,70,0.5,0.045,12,13
0.777,16,24,43,1,0.5,0.18,12,13
0.771,17,24,43,578,0.8,0.0,12,13
0.771,17,24,43,429,0.8,0.001,12,13
0.771,17,24,43,363,0.8,0.003,12,13
0.771,17,24,43,309,0.8,0.006,12,13
0.771,17,24,43,174,0.8,0.011,12,13
0.765,12,30,43,19,0.8,0.045,12,13
0.615,0,69,43,0,0.8,0.18,12,13
0.771,10,31,43,451,0.85,0.0,12,13
0.777,9,31,43,302,0.85,0.001,12,13
0.782,8,31,43,236,0.85,0.003,12,13
0.782,8,31,43,182,0.85,0.006,12,13
0.782,8,31,43,118,0.85,0.011,12,13
0.782,3,36,43,12,0.85,0.045,12,13
0.615,0,69,43,0,0.85,0.18,12,13
0.76,8,35,43,395,0.9,0.0,12,13
0.765,7,35,43,246,0.9,0.001,12,13
0.771,6,35,43,180,0.9,0.003,12,13
0.782,4,35,43,126,0.9,0.006,12,13
0.782,3,36,43,86,0.9,0.011,12,13
0.777,3,37,43,10,0.9,0.045,12,13
0.615,0,69,43,0,0.9,0.18,12,13
0.709,6,46,43,354,0.95,0.0,12,13
0.715,5,46,43,205,0.95,0.001,12,13
0.721,4,46,43,139,0.95,0.003,12,13
0.732,2,46,43,85,0.95,0.006,12,13
0.715,1,50,43,45,0.95,0.011,12,13
0.687,1,55,43,6,0.95,0.045,12,13
0.615,0,69,43,0,0.95,0.18,12,13
0.631,60,6,35,1138,0.5,0.0,13,4
0.631,60,6,35,1034,0.5,0.001,13,4
0.631,60,6,35,898,0.5,0.003,13,4
0.631,60,6,35,718,0.5,0.006,13,4
0.631,60,6,35,430,0.5,0.011,13,4
0.631,60,6,35,80,0.5,0.045,13,4
0.777,16,24,35,1,0.5,0.18,13,4
0.771,17,24,35,506,0.8,0.0,13,4
0.771,17,24,35,402,0.8,0.001,13,4
0.771,17,24,35,363,0.8,0.003,13,4
0.771,17,24,35,324,0.8,0.006,13,4
0.771,17,24,35,181,0.8,0.011,13,4
0.765,12,30,35,23,0.8,0.045,13,4
0.615,0,69,35,0,0.8,0.18,13,4
0.788,9,29,35,371,0.85,0.0,13,4
0.788,9,29,35,267,0.85,0.001,13,4
0.793,8,29,35,228,0.85,0.003,13,4
0.793,8,29,35,189,0.85,0.006,13,4
0.782,8,31,35,123,0.85,0.011,13,4
0.782,3,36,35,16,0.85,0.045,13,4
0.615,0,69,35,0,0.85,0.18,13,4
0.777,7,33,35,302,0.9,0.0,13,4
0.777,7,33,35,198,0.9,0.001,13,4
0.782,6,33,35,159,0.9,0.003,13,4
0.793,4,33,35,120,0.9,0.006,13,4
0.782,3,36,35,85,0.9,0.011,13,4
0.777,3,37,35,13,0.9,0.045,13,4
0.615,0,69,35,0,0.9,0.18,13,4
0.726,5,44,35,260,0.95,0.0,13,4
0.726,5,44,35,156,0.95,0.001,13,4
0.732,4,44,35,117,0.95,0.003,13,4
0.743,2,44,35,78,0.95,0.006,13,4
0.715,1,50,35,43,0.95,0.011,13,4
0.687,1,55,35,8,0.95,0.045,13,4
0.615,0,69,35,0,0.95,0.18,13,4
0.631,60,6,36,1214,0.5,0.0,13,5
0.631,60,6,36,1110,0.5,0.001,13,5
0.631,60,6,36,990,0.5,0.003,13,5
0.631,60,6,36,778,0.5,0.006,13,5
0.631,60,6,36,482,0.5,0.011,13,5
0.631,60,6,36,84,0.5,0.045,13,5
0.777,16,24,36,1,0.5,0.18,13,5
0.771,17,24,36,533,0.8,0.0,13,5
0.771,17,24,36,429,0.8,0.001,13,5
0.771,17,24,36,391,0.8,0.003,13,5
0.771,17,24,36,343,0.8,0.006,13,5
0.771,17,24,36,204,0.8,0.011,13,5
0.765,12,30,36,20,0.8,0.045,13,5
0.615,0,69,36,0,0.8,0.18,13,5
0.782,10,29,36,415,0.85,0.0,13,5
0.788,9,29,36,311,0.85,0.001,13,5
0.793,8,29,36,273,0.85,0.003,13,5
0.793,8,29,36,225,0.85,0.006,13,5
0.782,8,31,36,151,0.85,0.011,13,5
0.782,3,36,36,13,0.85,0.045,13,5
0.615,0,69,36,0,0.85,0.18,13,5
0.771,8,33,36,338,0.9,0.0,13,5
0.777,7,33,36,234,0.9,0.001,13,5
0.782,6,33,36,196,0.9,0.003,13,5
0.793,4,33,36,148,0.9,0.006,13,5
0.782,3,36,36,110,0.9,0.011,13,5
0.777,3,37,36,11,0.9,0.045,13,5
0.615,0,69,36,0,0.9,0.18,13,5
0.721,6,44,36,279,0.95,0.0,13,5
0.726,5,44,36,175,0.95,0.001,13,5
0.732,4,44,36,137,0.95,0.003,13,5
0.743,2,44,36,89,0.95,0.006,13,5
0.715,1,50,36,51,0.95,0.011,13,5
0.687,1,55,36,7,0.95,0.045,13,5
0.615,0,69,36,0,0.95,0.18,13,5
0.631,60,6,37,1249,0.5,0.0,13,6
0.631,60,6,37,1133,0.5,0.001,13,6
0.631,60,6,37,985,0.5,0.003,13,6
0.631,60,6,37,767,0.5,0.006,13,6
0.631,60,6,37,450,0.5,0.011,13,6
0.631,60,6,37,75,0.5,0.045,13,6
0.777,16,24,37,1,0.5,0.18,13,6
0.771,17,24,37,563,0.8,0.0,13,6
0.771,17,24,37,447,0.8,0.001,13,6
0.771,17,24,37,401,0.8,0.003,13,6
0.771,17,24,37,347,0.8,0.006,13,6
0.771,17,24,37,187,0.8,0.011,13,6
0.765,12,30,37,21,0.8,0.045,13,6
0.615,0,69,37,0,0.8,0.18,13,6
0.788,9,29,37,425,0.85,0.0,13,6
0.788,9,29,37,309,0.85,0.001,13,6
0.793,8,29,37,263,0.85,0.003,13,6
0.793,8,29,37,209,0.85,0.006,13,6
0.782,8,31,37,127,0.85,0.011,13,6
0.782,3,36,37,13,0.85,0.045,13,6
0.615,0,69,37,0,0.85,0.18,13,6
0.777,7,33,37,350,0.9,0.0,13,6
0.777,7,33,37,234,0.9,0.001,13,6
0.782,6,33,37,188,0.9,0.003,13,6
0.793,4,33,37,134,0.9,0.006,13,6
0.782,3,36,37,92,0.9,0.011,13,6
0.777,3,37,37,12,0.9,0.045,13,6
0.615,0,69,37,0,0.9,0.18,13,6
0.726,5,44,37,304,0.95,0.0,13,6
0.726,5,44,37,188,0.95,0.001,13,6
0.732,4,44,37,142,0.95,0.003,13,6
0.743,2,44,37,88,0.95,0.006,13,6
0.715,1,50,37,46,0.95,0.011,13,6
0.687,1,55,37,8,0.95,0.045,13,6
0.615,0,69,37,0,0.95,0.18,13,6
0.631,60,6,38,1203,0.5,0.0,13,7
0.631,60,6,38,1078,0.5,0.001,13,7
0.631,60,6,38,939,0.5,0.003,13,7
0.631,60,6,38,733,0.5,0.006,13,7
0.631,60,6,38,429,0.5,0.011,13,7
0.631,60,6,38,73,0.5,0.045,13,7
0.777,16,24,38,1,0.5,0.18,13,7
0.771,17,24,38,553,0.8,0.0,13,7
0.771,17,24,38,428,0.8,0.001,13,7
0.771,17,24,38,384,0.8,0.003,13,7
0.771,17,24,38,337,0.8,0.006,13,7
0.771,17,24,38,184,0.8,0.011,13,7
0.765,12,30,38,21,0.8,0.045,13,7
0.615,0,69,38,0,0.8,0.18,13,7
0.788,9,29,38,421,0.85,0.0,13,7
0.788,9,29,38,296,0.85,0.001,13,7
0.793,8,29,38,252,0.85,0.003,13,7
0.793,8,29,38,205,0.85,0.006,13,7
0.782,8,31,38,129,0.85,0.011,13,7
0.782,3,36,38,14,0.85,0.045,13,7
0.615,0,69,38,0,0.85,0.18,13,7
0.788,5,33,38,340,0.9,0.0,13,7
0.788,5,33,38,215,0.9,0.001,13,7
0.793,4,33,38,171,0.9,0.003,13,7
0.793,4,33,38,124,0.9,0.006,13,7
0.782,3,36,38,87,0.9,0.011,13,7
0.777,3,37,38,13,0.9,0.045,13,7
0.615,0,69,38,0,0.9,0.18,13,7
0.721,3,47,38,296,0.95,0.0,13,7
0.721,3,47,38,171,0.95,0.001,13,7
0.726,2,47,38,127,0.95,0.003,13,7
0.726,2,47,38,80,0.95,0.006,13,7
0.715,1,50,38,43,0.95,0.011,13,7
0.687,1,55,38,7,0.95,0.045,13,7
0.615,0,69,38,0,0.95,0.18,13,7
0.631,60,6,39,1240,0.5,0.0,13,8
0.631,60,6,39,1115,0.5,0.001,13,8
0.631,60,6,39,955,0.5,0.003,13,8
0.631,60,6,39,730,0.5,0.006,13,8
0.631,60,6,39,405,0.5,0.011,13,8
0.631,60,6,39,65,0.5,0.045,13,8
0.777,16,24,39,1,0.5,0.18,13,8
0.771,17,24,39,559,0.8,0.0,13,8
0.771,17,24,39,434,0.8,0.001,13,8
0.771,17,24,39,385,0.8,0.003,13,8
0.771,17,24,39,334,0.8,0.006,13,8
0.771,17,24,39,174,0.8,0.011,13,8
0.765,12,30,39,19,0.8,0.045,13,8
0.615,0,69,39,0,0.8,0.18,13,8
0.788,9,29,39,415,0.85,0.0,13,8
0.788,9,29,39,290,0.85,0.001,13,8
0.793,8,29,39,241,0.85,0.003,13,8
0.793,8,29,39,190,0.85,0.006,13,8
0.782,8,31,39,114,0.85,0.011,13,8
0.782,3,36,39,12,0.85,0.045,13,8
0.615,0,69,39,0,0.85,0.18,13,8
0.777,7,33,39,348,0.9,0.0,13,8
0.777,7,33,39,223,0.9,0.001,13,8
0.782,6,33,39,174,0.9,0.003,13,8
0.793,4,33,39,123,0.9,0.006,13,8
0.782,3,36,39,81,0.9,0.011,13,8
0.777,3,37,39,10,0.9,0.045,13,8
0.615,0,69,39,0,0.9,0.18,13,8
0.726,5,44,39,306,0.95,0.0,13,8
0.726,5,44,39,181,0.95,0.001,13,8
0.732,4,44,39,132,0.95,0.003,13,8
0.743,2,44,39,81,0.95,0.006,13,8
0.715,1,50,39,39,0.95,0.011,13,8
0.687,1,55,39,6,0.95,0.045,13,8
0.615,0,69,39,0,0.95,0.18,13,8
0.631,60,6,40,1248,0.5,0.0,13,9
0.631,60,6,40,1122,0.5,0.001,13,9
0.631,60,6,40,987,0.5,0.003,13,9
0.631,60,6,40,755,0.5,0.006,13,9
0.631,60,6,40,442,0.5,0.011,13,9
0.631,60,6,40,71,0.5,0.045,13,9
0.777,16,24,40,1,0.5,0.18,13,9
0.771,17,24,40,578,0.8,0.0,13,9
0.771,17,24,40,452,0.8,0.001,13,9
0.771,17,24,40,409,0.8,0.003,13,9
0.771,17,24,40,354,0.8,0.006,13,9
0.771,17,24,40,195,0.8,0.011,13,9
0.765,12,30,40,18,0.8,0.045,13,9
0.615,0,69,40,0,0.8,0.18,13,9
0.788,9,29,40,447,0.85,0.0,13,9
0.788,9,29,40,321,0.85,0.001,13,9
0.793,8,29,40,278,0.85,0.003,13,9
0.793,8,29,40,223,0.85,0.006,13,9
0.782,8,31,40,141,0.85,0.011,13,9
0.782,3,36,40,11,0.85,0.045,13,9
0.615,0,69,40,0,0.85,0.18,13,9
0.777,7,33,40,371,0.9,0.0,13,9
0.777,7,33,40,245,0.9,0.001,13,9
0.782,6,33,40,202,0.9,0.003,13,9
0.793,4,33,40,147,0.9,0.006,13,9
0.782,3,36,40,101,0.9,0.011,13,9
0.777,3,37,40,10,0.9,0.045,13,9
0.615,0,69,40,0,0.9,0.18,13,9
0.726,5,44,40,314,0.95,0.0,13,9
0.726,5,44,40,188,0.95,0.001,13,9
0.732,4,44,40,145,0.95,0.003,13,9
0.743,2,44,40,90,0.95,0.006,13,9
0.715,1,50,40,44,0.95,0.011,13,9
0.687,1,55,40,6,0.95,0.045,13,9
0.615,0,69,40,0,0.95,0.18,13,9
0.631,60,6,41,1282,0.5,0.0,13,10
0.631,60,6,41,1140,0.5,0.001,13,10
0.631,60,6,41,994,0.5,0.003,13,10
0.631,60,6,41,760,0.5,0.006,13,10
0.631,60,6,41,439,0.5,0.011,13,10
0.631,60,6,41,72,0.5,0.045,13,10
0.777,16,24,41,1,0.5,0.18,13,10
0.771,17,24,41,593,0.8,0.0,13,10
0.771,17,24,41,451,0.8,0.001,13,10
0.771,17,24,41,399,0.8,0.003,13,10
0.771,17,24,41,338,0.8,0.006,13,10
0.771,17,24,41,178,0.8,0.011,13,10
0.765,12,30,41,18,0.8,0.045,13,10
0.615,0,69,41,0,0.8,0.18,13,10
0.782,10,29,41,454,0.85,0.0,13,10
0.788,9,29,41,312,0.85,0.001,13,10
0.793,8,29,41,260,0.85,0.003,13,10
0.793,8,29,41,199,0.85,0.006,13,10
0.782,8,31,41,120,0.85,0.011,13,10
0.782,3,36,41,12,0.85,0.045,13,10
0.615,0,69,41,0,0.85,0.18,13,10
0.771,8,33,41,388,0.9,0.0,13,10
0.777,7,33,41,246,0.9,0.001,13,10
0.782,6,33,41,194,0.9,0.003,13,10
0.793,4,33,41,133,0.9,0.006,13,10
0.782,3,36,41,89,0.9,0.011,13,10
0.777,3,37,41,11,0.9,0.045,13,10
0.615,0,69,41,0,0.9,0.18,13,10
0.721,6,44,41,339,0.95,0.0,13,10
0.726,5,44,41,197,0.95,0.001,13,10
0.732,4,44,41,145,0.95,0.003,13,10
0.743,2,44,41,84,0.95,0.006,13,10
0.715,1,50,41,40,0.95,0.011,13,10
0.687,1,55,41,7,0.95,0.045,13,10
0.615,0,69,41,0,0.95,0.18,13,10
0.631,60,6,42,1299,0.5,0.0,13,11
0.631,60,6,42,1156,0.5,0.001,13,11
0.631,60,6,42,995,0.5,0.003,13,11
0.631,60,6,42,755,0.5,0.006,13,11
0.631,60,6,42,431,0.5,0.011,13,11
0.631,60,6,42,67,0.5,0.045,13,11
0.777,16,24,42,1,0.5,0.18,13,11
0.771,17,24,42,611,0.8,0.0,13,11
0.771,17,24,42,468,0.8,0.001,13,11
0.771,17,24,42,407,0.8,0.003,13,11
0.771,17,24,42,345,0.8,0.006,13,11
0.771,17,24,42,185,0.8,0.011,13,11
0.765,12,30,42,16,0.8,0.045,13,11
0.615,0,69,42,0,0.8,0.18,13,11
0.782,10,29,42,479,0.85,0.0,13,11
0.788,9,29,42,336,0.85,0.001,13,11
0.793,8,29,42,275,0.85,0.003,13,11
0.793,8,29,42,213,0.85,0.006,13,11
0.782,8,31,42,127,0.85,0.011,13,11
0.782,3,36,42,10,0.85,0.045,13,11
0.615,0,69,42,0,0.85,0.18,13,11
0.771,8,33,42,403,0.9,0.0,13,11
0.777,7,33,42,260,0.9,0.001,13,11
0.782,6,33,42,199,0.9,0.003,13,11
0.793,4,33,42,137,0.9,0.006,13,11
0.782,3,36,42,89,0.9,0.011,13,11
0.777,3,37,42,9,0.9,0.045,13,11
0.615,0,69,42,0,0.9,0.18,13,11
0.721,6,44,42,358,0.95,0.0,13,11
0.726,5,44,42,215,0.95,0.001,13,11
0.732,4,44,42,154,0.95,0.003,13,11
0.743,2,44,42,92,0.95,0.006,13,11
0.715,1,50,42,44,0.95,0.011,13,11
0.687,1,55,42,6,0.95,0.045,13,11
0.615,0,69,42,0,0.95,0.18,13,11
0.631,60,6,43,1319,0.5,0.0,13,12
0.631,60,6,43,1170,0.5,0.001,13,12
0.631,60,6,43,998,0.5,0.003,13,12
0.631,60,6,43,745,0.5,0.006,13,12
